1200|358|1484|chrome|1
640|726|1484|chrome|1
1026|1117|1484|chrome|1
277|124|1484|chrome|1
378|50|1484|chrome|1
63|64|1484|chrome|1
387|58|1484|chrome|1
1083|279|1484|chrome|1
1150|545|1484|chrome|1
49|554|1484|chrome|1
1163|241|1484|chrome|1
536|234|1484|chrome|1
123|312|1484|chrome|1
114|464|1484|chrome|1
98|265|1484|chrome|1
559|263|1484|chrome|1
555|264|1484|chrome|1
1010|216|1484|chrome|1
1098|263|1484|chrome|1
